OTU 1	OTU 2	corr	pval	abs
GQ17550911455	HQ78392411435	0.360736699	0	0.360736699
DQ45629911422	FJ51300511375	0.360755455	0	0.360755455
DQ45629911422	JN01268011450	0.360765996	0	0.360765996
DQ07152111496	EU47562511376	0.360803401	0	0.360803401
GQ49112811334	AM40447711484	0.360821026	0	0.360821026
GQ17544811452	GQ35847511354	0.36083064	0	0.36083064
GQ86425211491	EF02523711454	0.360832954	0	0.360832954
GQ17550911455	GQ86728911454	0.360841155	0	0.360841155
HM18496811494	HQ68186411484	0.360929736	0	0.360929736
CDZQ0105168138205334	DQ45585311451	0.36094986	0	0.36094986
GQ17545811439	DQ05748011449	0.360952612	0	0.360952612
DQ05741111426	AB05010611404	0.360970198	0	0.360970198
KF84261711434	BABD0100048511672678	0.360972588	0	0.360972588
GQ86728911454	CDYM01011941163183164690	0.361050574	0	0.361050574
HW06640611495	GQ17541411431	0.361077023	0	0.361077023
AM27891811450	FJ36601311355	0.361086474	0	0.361086474
DQ45643411440	DQ45607611438	0.361087061	0	0.361087061
AM40645811481	DQ79373911403	0.361087567	0	0.361087567
HQ81483311443	DQ45647411446	0.36109178	0	0.36109178
HQ78688811450	DQ45616211455	0.361125532	0	0.361125532
KF84266911379	KF84343511433	0.361130677	0	0.361130677
KC81283111454	GQ44847111385	0.361133798	0	0.361133798
GQ49162711358	DQ79424311396	0.361137694	0	0.361137694
GQ13861511402	DQ05736511393	0.361144326	0	0.361144326
AF37173911444	DQ45632411450	0.361144447	0	0.361144447
GQ13574111431	FJ36526211373	0.361148237	0	0.361148237
DQ45637711455	EU47562511376	0.361167654	0	0.361167654
GQ49161611341	KF84254211376	0.361171089	0	0.361171089
KC01114711494	EU77159711411	0.361176777	0	0.361176777
AY85047511248	GQ35847511354	0.361188729	0	0.361188729
KF84292611418	DQ80166411390	0.361203811	0	0.361203811
DQ79353011296	DQ80658811403	0.361216331	0	0.361216331
AY85047511248	KP76546111473	0.361219138	0	0.361219138
FP92906038375503	DQ05742211460	0.361238887	0	0.361238887
BABD0100048511672678	DQ45585311451	0.361243719	0	0.361243719
AY91629411399	DQ45642511422	0.361261356	0	0.361261356
DQ45595811447	GQ87171311490	0.361265682	0	0.361265682
AB96960111522	DQ05736811392	0.361275663	0	0.361275663
DQ45637711455	GQ13861511402	0.361285255	0	0.361285255
DQ45636211442	DQ67354511497	0.361350175	0	0.361350175
HW06628411495	AM18307411431	0.361351664	0	0.361351664
KF84206511431	HQ78501711404	0.361363344	0	0.361363344
HW06628411495	HW06628811503	0.361364306	0	0.361364306
AF37622411330	HK55708931395	0.361400017	0	0.361400017
HM81322711345	KF84343511433	0.361407434	0	0.361407434
EF40403411522	HQ78061411484	0.361415136	0	0.361415136
HQ78066111432	DQ34233411517	0.361423842	0	0.361423842
AM27891811450	AB50638211509	0.361430206	0	0.361430206
FJ95186911490	GQ49373211346	0.361441468	0	0.361441468
EF02523011453	HQ74654411445	0.361443039	0	0.361443039
CDYM01011941163183164690	GQ87173611483	0.361459562	0	0.361459562
DQ45637711455	DQ79357611392	0.361461112	0	0.361461112
GQ45118711533	FN66728811488	0.361495123	0	0.361495123
DQ45646511451	DQ80866911368	0.361507488	0	0.361507488
JADE01000006184367185846	HQ68186411484	0.361507956	0	0.361507956
AY85045411226	FN66728811488	0.361530231	0	0.361530231
AY91633611350	GQ87173111497	0.361544582	0	0.361544582
GQ44909211375	FN66739211495	0.361550902	0	0.361550902
DQ45589611455	GQ86728911454	0.361593172	0	0.361593172
FP92906038375503	AM27891811450	0.361595352	0	0.361595352
JN01265811453	AM40447711484	0.361602644	0	0.361602644
LC02877311520	GQ44841811378	0.361609603	0	0.361609603
AB50636411521	DQ79357611392	0.361614529	0	0.361614529
GQ86744511457	AB62768911530	0.361636621	0	0.361636621
DQ45643411440	JF92030911340	0.36164318	0	0.36164318
GQ44869111388	GQ45127311498	0.36165102	0	0.36165102
GQ86755811454	HQ75206111437	0.361666538	0	0.361666538
HQ78543611450	DQ45607611438	0.361671033	0	0.361671033
AM27891811450	HQ78298711439	0.36167927	0	0.36167927
KF84251011388	FJ91306511309	0.361686431	0	0.361686431
AY91633611350	DQ45585311451	0.361703023	0	0.361703023
HQ78298711439	DQ45595811447	0.361728301	0	0.361728301
AB50636411521	GQ17548511455	0.361732333	0	0.361732333
GQ49144711367	FJ37067611358	0.361754943	0	0.361754943
HM81322711345	HW06628411495	0.361765635	0	0.361765635
DQ79428011399	KR06847111490	0.361770388	0	0.361770388
DQ34233411517	GQ17541411431	0.361778068	0	0.361778068
JQ18852011340	JX09563111390	0.361778881	0	0.361778881
GQ44861211402	JADE01000006184367185846	0.3617986	0	0.3617986
DQ05738311395	HW06628411495	0.361813132	0	0.361813132
DQ05738311395	DQ79376411391	0.361840008	0	0.361840008
AAQL0100128751442	FN66728811488	0.361854109	0	0.361854109
DQ80001811436	AB61505111516	0.361862136	0	0.361862136
GQ86425211491	AF37622611329	0.361863838	0	0.361863838
DQ05736511393	EU50372311399	0.361890867	0	0.361890867
AF37620111336	FJ44006711432	0.361895484	0	0.361895484
AB61505111516	AJ42010711518	0.361916309	0	0.361916309
AJ81213811313	GU12817511435	0.361922249	0	0.361922249
DQ05739811389	DQ45582811453	0.361945074	0	0.361945074
DQ80001811436	AB93485211327	0.362014339	0	0.362014339
JN00130311458	GQ13375111367	0.362014594	0	0.362014594
AY85047511248	DQ79373911403	0.362016227	0	0.362016227
HQ76509711454	EU50372311399	0.36204666	0	0.36204666
DQ45587611442	HQ76509711454	0.362055345	0	0.362055345
KF84251011388	EU77163311413	0.362080223	0	0.362080223
FJ50693011375	GQ49144711367	0.362081845	0	0.362081845
AY91633611350	GQ15640611356	0.362123627	0	0.362123627
DQ05740211391	HK55708931395	0.362133968	0	0.362133968
EU46437211389	HQ78225411444	0.3621379	0	0.3621379
HM00883211372	AY85047311278	0.362158423	0	0.362158423
GQ35847511354	AJ81213811313	0.362212374	0	0.362212374
DQ79331511293	AJ42010711518	0.362245918	0	0.362245918
AJ81213811313	DQ45604411449	0.362293028	0	0.362293028
HQ79289311443	FJ95188911475	0.362305451	0	0.362305451
EU77260711332	FM17975211686	0.362309251	0	0.362309251
DQ80057111393	JX09563111390	0.36233987	0	0.36233987
AY85047311278	GQ44879311388	0.362357842	0	0.362357842
GQ17542711430	LC02877311520	0.362404444	0	0.362404444
HQ81505411440	GQ17540211433	0.362445739	0	0.362445739
GQ87173111497	DQ05739811389	0.362458342	0	0.362458342
AM27891811450	GQ13235211360	0.362475395	0	0.362475395
AB93485211327	HW06628811503	0.362486856	0	0.362486856
AM40645811481	AB50636411521	0.362488466	0	0.362488466
EU46426111366	GQ44914111407	0.362494638	0	0.362494638
AJ60824411322	FN66728811488	0.362495403	0	0.362495403
DQ45607611438	DQ80658811403	0.362497618	0	0.362497618
DQ79361711403	KF84261711434	0.362508957	0	0.362508957
FJ51300511375	GQ13340211374	0.362521858	0	0.362521858
GQ49188111349	JQ18332411323	0.362522686	0	0.362522686
DQ79917111319	AF37622911349	0.362526102	0	0.362526102
AB50636411521	CDYM01011941163183164690	0.362543154	0	0.362543154
AB50636411521	DQ05741911445	0.362545646	0	0.362545646
GQ49138911368	EF02523011453	0.362549086	0	0.362549086
GQ17541411431	DQ45595811447	0.362555009	0	0.362555009
JX09540411393	DQ45604411449	0.36255897	0	0.36255897
GQ49188111349	GU30304711480	0.362559125	0	0.362559125
FJ50693011375	AY85045411226	0.362604373	0	0.362604373
AY91636111356	AJ81213811313	0.362605408	0	0.362605408
GQ44841811378	DQ79376411391	0.362620152	0	0.362620152
GU30375911517	HK55708931395	0.362621588	0	0.362621588
HQ71619011541	AF37620111336	0.362626666	0	0.362626666
HQ79430911447	EU76701811359	0.362640037	0	0.362640037
DQ45607611438	CDYK010401793051788	0.362664056	0	0.362664056
AY85047511248	GQ49188111349	0.362686311	0	0.362686311
AB96960111522	HQ76158711455	0.362687226	0	0.362687226
AY97925411338	AB50638211509	0.362759106	0	0.362759106
JQ59965311483	FN66739211495	0.362763713	0	0.362763713
AM27891811450	DQ05738711394	0.362765078	0	0.362765078
FJ51300511375	HQ78298711439	0.362771556	0	0.362771556
ADCP0200000111632431164781	BALC01000015511634	0.3627761	0	0.3627761
DQ79373911403	GQ17542711430	0.362786177	0	0.362786177
GQ49138911368	DQ45629911422	0.362787707	0	0.362787707
DQ45647811451	GQ44841811378	0.362794712	0	0.362794712
DQ80069111403	GQ45127311498	0.36280389	0	0.36280389
GQ49161611341	AY85045411226	0.362831576	0	0.362831576
FN66739211495	HM18496811494	0.362877936	0	0.362877936
HQ71624611462	BALC01000015511634	0.362928012	0	0.362928012
DQ80057111393	GQ87173611483	0.362938657	0	0.362938657
HW06642411487	GQ49325211363	0.362942581	0	0.362942581
AF37622911349	HW06645311493	0.36295572	0	0.36295572
FN56328811442	HM83061311350	0.362992476	0	0.362992476
HW06628411495	KR06847111490	0.363000582	0	0.363000582
AY85045411226	GQ44841811378	0.36302225	0	0.36302225
GQ17538411420	GQ17551611432	0.363035816	0	0.363035816
JF16368811398	KF84343511433	0.363037407	0	0.363037407
DQ05737511392	AM27763811452	0.363048754	0	0.363048754
GQ87173111497	EF02530011460	0.363055482	0	0.363055482
JX09540411393	GQ15640611356	0.36305559	0	0.36305559
HQ78083211450	DQ45623011471	0.363071432	0	0.363071432
HQ81483311443	JF92030911340	0.363075495	0	0.363075495
GQ87173711494	GU30309611487	0.3630774	0	0.3630774
DQ05741911445	DQ80658811403	0.363107223	0	0.363107223
JQ18852011340	GQ49161611341	0.363117269	0	0.363117269
JQ18852011340	AJ81213811313	0.363119946	0	0.363119946
DQ45589611455	DQ34233411517	0.363138836	0	0.363138836
DQ45643411440	DQ45616211455	0.36314752	0	0.36314752
GQ17545811439	GQ17550711446	0.36315702	0	0.36315702
AY91633611350	HW06628811503	0.363162512	0	0.363162512
AF37623111347	DQ45647811451	0.363208829	0	0.363208829
HQ78789311439	EF07116911507	0.363237893	0	0.363237893
HW06628411495	AY85045411226	0.363240973	0	0.363240973
GQ35849611365	HM81703611354	0.363255414	0	0.363255414
JN01265811453	HQ75182011441	0.363271203	0	0.363271203
HQ81505411440	DQ90471811469	0.363275468	0	0.363275468
GQ17545811439	DQ45586711453	0.363292666	0	0.363292666
AB61505111516	GQ44914111407	0.363293261	0	0.363293261
GQ87173711494	DQ80866911368	0.363311017	0	0.363311017
GQ86728911454	CDZQ0105168138205334	0.363318644	0	0.363318644
DQ45616211455	HQ75182011441	0.363338229	0	0.363338229
DQ05742211460	GQ17538411420	0.36334412	0	0.36334412
AB55960911507	DQ45595811447	0.363351361	0	0.363351361
AB96960111522	DQ45647811451	0.363363748	0	0.363363748
FN56328811442	DQ80166411390	0.363371652	0	0.363371652
CDYM01011941163183164690	AJ42010711518	0.363391828	0	0.363391828
FP92906038375503	DQ45582811453	0.363396154	0	0.363396154
AY85047511248	AJ60824411322	0.36340401	0	0.36340401
CDYK010401793051788	DQ45604411449	0.363463678	0	0.363463678
DQ79373911403	AF37622411330	0.363472719	0	0.363472719
AB93485211327	DQ45585311451	0.363480863	0	0.363480863
HW06628411495	CDZQ0105168138205334	0.363516633	0	0.363516633
ABGD0200002118683380	KF84287111416	0.363532272	0	0.363532272
GQ17538411420	DQ05740211391	0.363541483	0	0.363541483
HQ81526811423	GQ13012211447	0.363584437	0	0.363584437
DQ79353011296	JQ18332411323	0.363633925	0	0.363633925
DQ05739611396	FJ36764911360	0.363642811	0	0.363642811
DQ45619711490	DQ79357611392	0.363648236	0	0.363648236
EF40403411522	AB50636411521	0.363652584	0	0.363652584
AY85047311278	KF84254211376	0.363668183	0	0.363668183
DQ45589611455	GQ44869111388	0.363683381	0	0.363683381
FLKG01000007869510065	HM82243111353	0.363718862	0	0.363718862
AF37622911349	GQ44825311400	0.363729079	0	0.363729079
DQ05737511392	HW06628411495	0.363764743	0	0.363764743
AF37173911444	CDZQ0105168138205334	0.363766219	0	0.363766219
DQ05736411393	DQ45615511438	0.363774051	0	0.363774051
EF02530011460	HQ78298711439	0.363799986	0	0.363799986
EU46426111366	DQ80001811436	0.363808521	0	0.363808521
AF37622411330	AB50638211509	0.363826872	0	0.363826872
FN66837543063504307737	KF84251011388	0.363832934	0	0.363832934
GQ07075411388	HQ80431011461	0.363908146	0	0.363908146
AB61505111516	DQ45585311451	0.363943594	0	0.363943594
DQ05740211391	AB50638211509	0.36394763	0	0.36394763
HQ78089011440	KF84343511433	0.363958572	0	0.363958572
GQ44835911396	FLKG01000007869510065	0.36396615	0	0.36396615
DQ79353011296	AJ81213811313	0.363968938	0	0.363968938
JN00130311458	HQ75206111437	0.363971552	0	0.363971552
FJ50693011375	GQ49112811334	0.36399381	0	0.36399381
HQ71624611462	GU30304711480	0.364002449	0	0.364002449
GQ49188111349	KF84343511433	0.364008373	0	0.364008373
AB93485211327	JF16368811398	0.364030778	0	0.364030778
EF02530011460	HQ75206111437	0.364033702	0	0.364033702
FLKG01000007869510065	FN56329011451	0.364039754	0	0.364039754
AB93485211327	DQ79353011296	0.364041858	0	0.364041858
GQ17538811442	HQ77073511448	0.364057516	0	0.364057516
ABGD0200002118683380	FN56328811442	0.364059895	0	0.364059895
DQ45643411440	GQ17542711430	0.364146913	0	0.364146913
HQ78089011440	BALC01000015511634	0.364198601	0	0.364198601
AB50617211523	AJ81213811313	0.364203959	0	0.364203959
AF37173911444	DQ79331511293	0.364210755	0	0.364210755
FN56330011447	HM81527511352	0.364212554	0	0.364212554
DQ45643411440	DQ45587611442	0.364218735	0	0.364218735
FJ50693011375	EF40057011480	0.364228345	0	0.364228345
HQ71624611462	DQ80658811403	0.364233043	0	0.364233043
JQ18852011340	KF84343511433	0.364236627	0	0.364236627
GQ87173111497	HQ75206111437	0.364256129	0	0.364256129
JN68188411409	EU46437211389	0.364261268	0	0.364261268
DQ45595811447	GQ89798211472	0.364265296	0	0.364265296
EF02523011453	HW06642411487	0.364275224	0	0.364275224
AF37622911349	HQ78823011452	0.364314872	0	0.364314872
AM18307411431	JX09563111390	0.364320592	0	0.364320592
DQ05736811392	DQ05740011396	0.364323778	0	0.364323778
GQ17550711446	GQ17537511452	0.364324674	0	0.364324674
GU17991711382	GQ17538411420	0.364370753	0	0.364370753
AB93485211327	GQ87173711494	0.36440413	0	0.36440413
HQ81526811423	KF84261711434	0.364449386	0	0.364449386
HQ75182011441	HQ74654411445	0.364469491	0	0.364469491
HM12426011479	AY85047311278	0.364476317	0	0.364476317
DQ79353011296	BALC01000015511634	0.364497592	0	0.364497592
DQ45637711455	DQ05742211460	0.364498949	0	0.364498949
JN01268011450	HQ74654411445	0.36449924	0	0.36449924
HW06645311493	EF40057011480	0.36450868	0	0.36450868
DQ45643411440	HQ78543611450	0.364525118	0	0.364525118
DQ05738311395	GQ13340211374	0.364537112	0	0.364537112
AB96960111522	GU12817511435	0.36454402	0	0.36454402
HQ76509711454	DQ79376411391	0.36456553	0	0.36456553
KF84261711434	HQ68186411484	0.364588835	0	0.364588835
GQ17541411431	FN66739211495	0.364591231	0	0.364591231
HW06646611494	FJ97861911406	0.364595933	0	0.364595933
HQ81505411440	HQ81483311443	0.364674948	0	0.364674948
AAQL0100128751442	KF84343511433	0.364690725	0	0.364690725
GQ44909211375	AF37623111347	0.36472212	0	0.36472212
HQ78823011452	FJ51300511375	0.36475405	0	0.36475405
HQ74654411445	GQ13340211374	0.364770166	0	0.364770166
GQ17545811439	GQ44879311388	0.364776256	0	0.364776256
HQ78789311439	GQ17537511452	0.364802321	0	0.364802321
FN66728811488	DQ79366511389	0.364802357	0	0.364802357
HW06628411495	GQ17538411420	0.364806018	0	0.364806018
DQ05739611396	DQ45584011446	0.36480887	0	0.36480887
DQ45589611455	GQ17542711430	0.364828948	0	0.364828948
FJ37067611358	GQ13340211374	0.364834962	0	0.364834962
HW06640611495	FN66728811488	0.364836022	0	0.364836022
DQ80899811391	AY85047311278	0.364844591	0	0.364844591
DQ79428011399	GQ13012211447	0.36485615	0	0.36485615
AM18307411431	JQ18332411323	0.364856465	0	0.364856465
KR06847111490	GQ44914111407	0.364881388	0	0.364881388
ABGD0200002118683380	EF07116911507	0.364954913	0	0.364954913
GQ17550911455	DQ45619711490	0.364959992	0	0.364959992
DQ79917111319	HQ78298711439	0.364962367	0	0.364962367
FP92906038375503	AY85044711240	0.364997344	0	0.364997344
JX09563111390	CDYM01011941163183164690	0.365001326	0	0.365001326
EF40403411522	HW06628411495	0.365010671	0	0.365010671
DQ45647811451	HQ74654411445	0.365049525	0	0.365049525
GQ86728911454	GQ45127311498	0.365056065	0	0.365056065
GQ44835911396	KT95284011494	0.365069761	0	0.365069761
HW06628811503	HQ78061411484	0.365093148	0	0.365093148
GQ86744511457	EU76605811354	0.365102053	0	0.365102053
AB50636411521	AM18307411431	0.365102331	0	0.365102331
KF84298511423	DQ80866911368	0.365106625	0	0.365106625
DQ45585311451	GQ87173611483	0.365108968	0	0.365108968
GQ17544811452	DQ34233411517	0.36512521	0	0.36512521
GQ17544811452	LC02877311520	0.365131266	0	0.365131266
KF84261711434	GQ45118711533	0.365132157	0	0.365132157
HK55573211481	AY85047311278	0.365135234	0	0.365135234
DQ05737511392	GU12817511435	0.365164653	0	0.365164653
HQ78823011452	HQ78392411435	0.365186561	0	0.365186561
HQ81483311443	JN01265811453	0.365191413	0	0.365191413
JX09563111390	KP76546111473	0.365215023	0	0.365215023
GQ86744511457	DQ01535511346	0.365231847	0	0.365231847
HQ80431011461	HQ79430911447	0.365291947	0	0.365291947
HQ81483311443	GQ89720311492	0.365292505	0	0.365292505
DQ80057111393	DQ80658811403	0.365300995	0	0.365300995
HW06628411495	KF84254211376	0.365315393	0	0.365315393
HM12426011479	GQ44841811378	0.365328184	0	0.365328184
GQ86425211491	JF92030911340	0.365331892	0	0.365331892
GU12817511435	GQ44841811378	0.365343108	0	0.365343108
DQ45615311554	KF84220311417	0.365412977	0	0.365412977
GQ13861511402	HK55708931395	0.365436007	0	0.365436007
EU46426111366	HQ78543611450	0.365473687	0	0.365473687
DQ45646511451	BALC01000015511634	0.365480407	0	0.365480407
DQ45646511451	JADE01000006184367185846	0.365489542	0	0.365489542
DQ05738311395	HQ81483311443	0.365567843	0	0.365567843
AY91633611350	GQ44841811378	0.365569776	0	0.365569776
GQ17550911455	EF02525411454	0.365579749	0	0.365579749
HW06640611495	AM27891811450	0.365585789	0	0.365585789
GU30304711480	AJ42010711518	0.365612909	0	0.365612909
GQ17537511452	DQ45616211455	0.365621743	0	0.365621743
ADCP0200000111632431164781	HQ78066111432	0.365639432	0	0.365639432
DQ79373911403	HQ81483311443	0.365643332	0	0.365643332
DQ45632411450	JQ18332411323	0.365656457	0	0.365656457
GQ44825311400	HM18496811494	0.365661505	0	0.365661505
JADE01000006184367185846	GQ89798211472	0.365672367	0	0.365672367
FLKG01000007869510065	EU76487211357	0.365674569	0	0.365674569
DQ45646511451	HM18496811494	0.365758191	0	0.365758191
AY85047311278	AB62761011519	0.36576141	0	0.36576141
HK55708931395	HQ76699511438	0.365765204	0	0.365765204
DQ05738711394	AM40450111455	0.365790756	0	0.365790756
GQ44909211375	AY85047311278	0.365798687	0	0.365798687
GQ13012211447	DQ05740211391	0.365804878	0	0.365804878
AJ81213811313	KF84261511391	0.365819154	0	0.365819154
GU17991711382	DQ05740211391	0.365834247	0	0.365834247
AY85047511248	DQ45588211463	0.365835654	0	0.365835654
DQ79373911403	KF84261711434	0.365918675	0	0.365918675
GQ44909211375	GQ49162711358	0.365925572	0	0.365925572
GQ13375111367	EU47562511376	0.365944855	0	0.365944855
AY91633611350	GQ17537511452	0.365948889	0	0.365948889
EU46426111366	GQ17539111436	0.365949879	0	0.365949879
JN68188411409	HQ80734611456	0.36595341	0	0.36595341
JF08949711303	FJ44006711432	0.365967065	0	0.365967065
AF37622911349	HQ75206111437	0.365970996	0	0.365970996
AY85047311278	GQ87171311490	0.365989741	0	0.365989741
JADE01000006184367185846	KF84298511423	0.36599303	0	0.36599303
JN01265811453	DQ45616211455	0.365995321	0	0.365995321
HW06640611495	JQ59965311483	0.365999177	0	0.365999177
DQ05738711394	GQ13340211374	0.366042165	0	0.366042165
GU30261511516	FJ97861911406	0.366059874	0	0.366059874
DQ05741311447	DQ80034311393	0.366060945	0	0.366060945
HW06628811503	JX09563111390	0.366075688	0	0.366075688
HW06645311493	GQ13340211374	0.366079366	0	0.366079366
FJ50693011375	FJ95069411472	0.366091533	0	0.366091533
GQ86728911454	GU12817511435	0.366092738	0	0.366092738
GQ17545811439	GQ17539111436	0.366106938	0	0.366106938
GQ49138911368	GQ49112811334	0.366114555	0	0.366114555
GQ44834811394	GQ86728911454	0.36612104	0	0.36612104
DQ80057111393	GU30309611487	0.36613768	0	0.36613768
FJ97861911406	JQ19325911336	0.366139351	0	0.366139351
GQ49161611341	BALC01000015511634	0.366152681	0	0.366152681
GU30304711480	HQ77993711494	0.366185699	0	0.366185699
AM27891811450	GQ44805211379	0.366220991	0	0.366220991
GQ44835911396	FJ97861911406	0.366235679	0	0.366235679
GQ86728911454	GQ87173711494	0.3662445	0	0.3662445
HK55708931395	HQ78298711439	0.36625204	0	0.36625204
GQ86744511457	KF84251011388	0.366255323	0	0.366255323
DQ45643411440	KF49452111281	0.366259841	0	0.366259841
DQ05736811392	DQ45647811451	0.366309892	0	0.366309892
GQ44825311400	HQ80614611448	0.366321095	0	0.366321095
JF92030911340	DQ79376411391	0.366346719	0	0.366346719
DQ80057111393	BALC01000015511634	0.366440288	0	0.366440288
EU46426111366	JQ18852011340	0.366441812	0	0.366441812
GQ49162711358	AB62768911530	0.366454323	0	0.366454323
AM27891811450	DQ45647811451	0.366461231	0	0.366461231
HQ81505411440	AF37622011331	0.366488356	0	0.366488356
GQ17537511452	HM83061311350	0.366513491	0	0.366513491
GQ44861211402	DQ80658811403	0.366528386	0	0.366528386
AF37620111336	GQ86425211491	0.36655472	0	0.36655472
AF37622411330	HM18496811494	0.366565943	0	0.366565943
HQ78066111432	LC02877311520	0.366583786	0	0.366583786
AM27891811450	HQ78089011440	0.366676005	0	0.366676005
AY91629411399	CDZQ0105168138205334	0.366685893	0	0.366685893
JQ18332411323	DQ79357511386	0.366711871	0	0.366711871
AY97925411338	AY85047311278	0.366723361	0	0.366723361
GQ49112811334	HK55708931395	0.366732381	0	0.366732381
GQ86744511457	GQ49144711367	0.366754744	0	0.366754744
GQ49138911368	GQ86755811454	0.36677255	0	0.36677255
GQ87173111497	GQ89720311492	0.366831541	0	0.366831541
GQ17542711430	DQ45595811447	0.366847335	0	0.366847335
DQ05740211391	EF02523011453	0.366878456	0	0.366878456
HW06628411495	AB50638211509	0.366881575	0	0.366881575
AY97925411338	DQ05736511393	0.366893279	0	0.366893279
HQ76509711454	GQ13861511402	0.36689778	0	0.36689778
GQ13012211447	GQ35845411364	0.366908444	0	0.366908444
AM40450111455	EF02525411454	0.366943421	0	0.366943421
HM81322711345	DQ34233411517	0.366947486	0	0.366947486
DQ45587611442	DQ05740211391	0.366961641	0	0.366961641
HM81322711345	GU30309611487	0.366963109	0	0.366963109
HW06628411495	DQ45582811453	0.366963356	0	0.366963356
DQ79428011399	GU30309611487	0.366965832	0	0.366965832
HQ78089011440	DQ80866911368	0.36696705	0	0.36696705
GQ07702611351	FJ97861911406	0.366977196	0	0.366977196
GQ17541411431	JQ18332411323	0.367003922	0	0.367003922
HQ78789311439	GQ49161611341	0.367010402	0	0.367010402
DQ79373911403	DQ05736811392	0.367016154	0	0.367016154
GQ17537511452	HM12426011479	0.367038861	0	0.367038861
HM81322711345	HQ78061411484	0.36704262	0	0.36704262
GQ44825611427	JQ47333711437	0.367101795	0	0.367101795
GQ49112811334	GQ49325211363	0.367106468	0	0.367106468
AF37173911444	GQ44841811378	0.367108891	0	0.367108891
DQ07152111496	DQ67354511497	0.367109379	0	0.367109379
ADCP0200000111632431164781	HM18496811494	0.367129372	0	0.367129372
DQ79428011399	AY91629411399	0.367155202	0	0.367155202
DQ79428011399	AB61505111516	0.367188053	0	0.367188053
AY91633611350	DQ80069111403	0.367188146	0	0.367188146
DQ05738511392	DQ05740211391	0.367199041	0	0.367199041
JQ24809611505	DQ79373911403	0.367204753	0	0.367204753
HQ78298711439	EF02525411454	0.367215249	0	0.367215249
AF37621811334	HQ78061411484	0.367264289	0	0.367264289
GQ87173111497	HK55708931395	0.367273676	0	0.367273676
JF16368811398	FJ36774511325	0.367288557	0	0.367288557
AF37173911444	DQ45642511422	0.367310382	0	0.367310382
HM12426011479	GQ13012211447	0.367316386	0	0.367316386
ADCP0200000111632431164781	KF84261511391	0.367323835	0	0.367323835
GQ17550911455	AB93485211327	0.367341845	0	0.367341845
FN66837543063504307737	FJ94706511274	0.367354339	0	0.367354339
CDZQ0105168138205334	DQ80866911368	0.367359561	0	0.367359561
HW06628811503	BALC01000015511634	0.367363669	0	0.367363669
HM81527511352	HM83061311350	0.367365581	0	0.367365581
DQ45637711455	GQ13340211374	0.36737704	0	0.36737704
AB50636411521	AB50638211509	0.367400148	0	0.367400148
GQ86744511457	GQ86425211491	0.367409825	0	0.367409825
AB50636411521	DQ80899811391	0.367419927	0	0.367419927
JX21835211552	DQ45595811447	0.367440275	0	0.367440275
AF37622011331	DQ05745611454	0.367455563	0	0.367455563
DQ45587611442	GU17991711382	0.367501692	0	0.367501692
GQ49162711358	DQ01535511346	0.367513689	0	0.367513689
AM40447711484	EU76605811354	0.367516439	0	0.367516439
GQ15640611356	AJ42010711518	0.367519332	0	0.367519332
DQ79373911403	DQ05741911445	0.367551876	0	0.367551876
HQ78789311439	KF84287111416	0.367573716	0	0.367573716
JQ18852011340	BALC01000015511634	0.367583165	0	0.367583165
GQ13861511402	HQ75182011441	0.367583829	0	0.367583829
DQ80523111278	AY85047311278	0.367590831	0	0.367590831
HQ78089011440	FJ36774511325	0.367638304	0	0.367638304
KC81283111454	JQ24810811597	0.367732757	0	0.367732757
CDZQ0105168138205334	GQ87173611483	0.367733922	0	0.367733922
DQ45585311451	GQ15640611356	0.367734825	0	0.367734825
JF16368811398	JX09563111390	0.367806179	0	0.367806179
AAQL0100128751442	DQ45595811447	0.367822403	0	0.367822403
EU46426111366	JQ18509211328	0.367829339	0	0.367829339
GQ44909211375	AM40450111455	0.367830509	0	0.367830509
GU12817511435	DQ79357611392	0.367834217	0	0.367834217
JQ59965311483	GQ44825311400	0.367851378	0	0.367851378
HQ75206111437	FJ94706511274	0.367872562	0	0.367872562
AF37622411330	GQ44825311400	0.367898776	0	0.367898776
AY97925411338	DQ79376411391	0.367923582	0	0.367923582
AY85047511248	GQ17542711430	0.367940805	0	0.367940805
HM82907111346	AY85047311278	0.367944435	0	0.367944435
ADCP0200000111632431164781	AB93485211327	0.36795251	0	0.36795251
HM84440911353	HM82243111353	0.367977679	0	0.367977679
AY85047311278	JF92030911340	0.367985113	0	0.367985113
FJ36764911360	DQ45618011437	0.368091015	0	0.368091015
HW06628411495	AB61505111516	0.368106466	0	0.368106466
JQ18332411323	GQ45118711533	0.368150175	0	0.368150175
KF84206311425	JNHK01000015152778154288	0.36817889	0	0.36817889
AM27891811450	KF84254211376	0.368219424	0	0.368219424
DQ45636211442	HQ78298711439	0.368222443	0	0.368222443
KC01114711494	HG79845111400	0.368232934	0	0.368232934
DQ45588211463	DQ80866911368	0.368234311	0	0.368234311
DQ05738311395	DQ05737511392	0.368239455	0	0.368239455
KF84298511423	HM18496811494	0.368273085	0	0.368273085
GQ44869111388	CDYM01011941163183164690	0.368311014	0	0.368311014
GQ44869111388	GQ87173711494	0.368330403	0	0.368330403
JX54345611491	HQ78543611450	0.368337511	0	0.368337511
DQ05737511392	EF02525411454	0.368354447	0	0.368354447
EU46426111366	FJ44006711432	0.368367084	0	0.368367084
